walsh_biosample,moller_biosample,jaccard
SAMN31484028,SAMN02649801,0.6493034524530588
SAMN31484028,SAMN02649802,0.6350192250813369
SAMN31484028,SAMN02649803,0.9005128205128206
SAMN31484028,SAMN02649804,0.6264250219234142
SAMN31484028,SAMN02649805,0.6302250803858521
SAMN31484028,SAMN02649806,0.6419161676646706
SAMN31484028,SAMN02649807,0.9134815844336345
SAMN31484028,SAMN02649808,0.6400836320191159
SAMN31484028,SAMN02649809,0.6584766584766585
SAMN31484028,SAMN02649810,0.3902195608782435
SAMN31484028,SAMN02649811,0.635716404627707
SAMN31484028,SAMN02649812,0.6337157987643425
SAMN31484028,SAMN02649813,0.6249270286047869
SAMN31484028,SAMN02649814,0.7100125944584383
SAMN31484028,SAMN02649815,0.6389633601429848
SAMN31484028,SAMN03859721,0.8718550821871855
SAMN31484028,SAMN03859722,0.39212717638152916
SAMN31484028,SAMN03859723,0.9443440549331406
SAMN31484028,SAMN03859724,0.39836984207845133
SAMN31484028,SAMN03859727,0.8996231586159644
SAMN31484028,SAMN03859728,0.6514918486619502
SAMN31484028,SAMN03859729,0.6558182376420019
SAMN31484028,SAMN03859732,0.7179327521793275
SAMN31484028,SAMN03859735,0.4100233705531031
SAMN31484028,SAMN03859736,0.690136476426799
SAMN31484028,SAMN03859737,0.8682555445216815
SAMN31484028,SAMN03859738,0.6370392390011891
SAMN31484028,SAMN03859740,0.9199857752489331
SAMN31484028,SAMN03859741,0.6530037546933667
SAMN31484028,SAMN03859743,0.41759958344181203
SAMN31484028,SAMN03859744,0.6742518703241895
SAMN31484028,SAMN03859745,0.977399036680252
SAMN31484028,SAMN03859747,0.8576305906452715
SAMN31484028,SAMN03859748,0.40875721027792344
SAMN31484028,SAMN03859752,0.43780687397708673
SAMN31484028,SAMN03859753,0.9275675675675675
SAMN31484028,SAMN03859755,0.9262206148282097
SAMN31484028,SAMN03859756,0.46020103232817167
SAMN31484028,SAMN03859757,0.6603480422622747
SAMN31484028,SAMN03859758,0.9488759970993473
SAMN31484028,SAMN03859759,0.5326421966937518
SAMN31484028,SAMN03859760,0.5288951841359774
SAMN31484028,SAMN03859761,0.4158415841584158
SAMN31484028,SAMN03859762,0.6968068289598482
SAMN31484028,SAMN03859763,0.5338452787258248
SAMN31484028,SAMN03859765,0.4047058823529412
SAMN31484028,SAMN03859766,0.4281977504577557
SAMN31484028,SAMN03859767,0.8881191548320055
SAMN31484028,SAMN03859769,0.6935586734693877
SAMN31484028,SAMN03859770,0.4209841187190836
SAMN31484028,SAMN03859774,0.6827435014093329
SAMN31484028,SAMN03859775,0.47553017944535075
SAMN31484028,SAMN03859776,0.6565406075635462
SAMN31484028,SAMN03859777,0.6532007458048478
SAMN31484028,SAMN03859778,0.4132360604481501
SAMN31484028,SAMN03859783,0.9452252252252252
SAMN31484028,SAMN03859784,0.4636218799787573
SAMN31484028,SAMN03859785,0.8966244725738397
SAMN31484028,SAMN03859786,0.92043463021381
SAMN31484028,SAMN03859787,0.5034425778022583
SAMN31484028,SAMN03859789,0.45945212910225114
SAMN31484028,SAMN03859790,0.4224025124313007
SAMN31484028,SAMN03859792,0.4217921527041357
SAMN31484028,SAMN03859793,0.921268257926612
SAMN31484028,SAMN03859794,0.4275843741695456
SAMN31484028,SAMN03859795,0.4230055658627087
SAMN31484028,SAMN03859796,0.9155275148966001
SAMN31484028,SAMN03859797,0.49012517385257304
SAMN31484028,SAMN03859798,0.4178135549207998
SAMN31484028,SAMN03859799,0.4876765438936583
SAMN31484028,SAMN03859800,0.8553076402974983
SAMN31484028,SAMN03859801,0.4259308159493002
SAMN31484028,SAMN03859802,0.6804219671113869
SAMN31484028,SAMN03859803,0.4199737187910644
SAMN31484028,SAMN03859805,0.6781857451403888
SAMN31484028,SAMN03859806,0.4822971842765542
SAMN31484028,SAMN03859807,0.6772503082614056
SAMN31484028,SAMN03859808,0.6318849449204407
SAMN31484028,SAMN03859809,0.4556213017751479
SAMN31484028,SAMN03859813,0.5332955511476339
SAMN31484028,SAMN03859814,0.406110086910719
SAMN31484028,SAMN03859815,0.4757493188010899
SAMN31484028,SAMN03859816,0.4771505376344086
SAMN31484028,SAMN03859817,0.6507598784194529
SAMN31484028,SAMN03859818,0.4702688026065707
SAMN31484028,SAMN03859819,0.46897470039946737
SAMN31484028,SAMN03859820,0.4799224591525893
SAMN31484028,SAMN03859821,0.47677329624478443
SAMN31484028,SAMN03859824,0.6719725343320849
SAMN31484028,SAMN03859826,0.422553985603839
SAMN31484028,SAMN03859829,0.6421705426356589
SAMN31484028,SAMN03859830,0.6380688806888068
SAMN31484028,SAMN03859831,0.4097704217832355
SAMN31484028,SAMN03859833,0.46977124183006536
SAMN31484028,SAMN03859838,0.40700329865516366
SAMN31484028,SAMN03859839,0.6791862284820032
SAMN31484028,SAMN03859840,0.6600924499229583
SAMN31484028,SAMN04244164,0.44332699103017126
SAMN31484028,SAMN04244165,0.8973738769868694
SAMN31484028,SAMN04244166,0.6691472868217054
SAMN31484028,SAMN09847804,0.6535288725939505
SAMN31484028,SAMN09847805,0.6564885496183206
SAMN31484028,SAMN09847806,0.6919657033979041
SAMN31484028,SAMN09847807,0.7162376866857324
SAMN31484028,SAMN09847808,0.6697936210131332
SAMN31484028,SAMN09847809,0.6664598200434378
SAMN31484028,SAMN09847810,0.6930100755667506
SAMN31484028,SAMN09847811,0.4152542372881356
SAMN31484028,SAMN09847812,0.43974290305302627
SAMN31484028,SAMN09847813,0.9563636363636364
SAMN31484028,SAMN09847814,0.4201506102311088
SAMN31484028,SAMN09847815,0.6822667940146451
SAMN31484028,SAMN09847816,0.9281183932346723
SAMN31484028,SAMN09847817,0.692112765283497
SAMN31484028,SAMN09847818,0.9440057430007178
SAMN31484028,SAMN09847819,0.6494252873563219
SAMN31484028,SAMN09847820,0.6491228070175439
SAMN31484028,SAMN09847821,0.8881778376557764
SAMN31484028,SAMN09847822,0.6489265195040822
SAMN31484028,SAMN09847823,0.6482320942883046
SAMN31484028,SAMN09847824,0.6777146464646465
SAMN31484028,SAMN09847825,0.6606041923551171
SAMN31484028,SAMN09847826,0.6547509929728078
SAMN31484028,SAMN09847827,0.6546454767726161
SAMN31484028,SAMN09847828,0.6544454628780935
SAMN31484028,SAMN09847829,0.6546454767726161
SAMN31484028,SAMN09847830,0.6545510079413561
SAMN31484028,SAMN09847831,0.9116936874784408
SAMN31484028,SAMN09847832,0.6744186046511628
SAMN31484028,SAMN09847833,0.6651162790697674
SAMN31484028,SAMN09847834,0.6474494415937218
SAMN31484028,SAMN09847835,0.6618148033446888
SAMN31484028,SAMN09847836,0.6654275092936803
SAMN31484028,SAMN09847837,0.6797841954934941
SAMN31484028,SAMN09847838,0.6555725190839695
SAMN31484028,SAMN09847839,0.6555725190839695
SAMN31484028,SAMN09847840,0.6559731133516652
SAMN31484028,SAMN09847841,0.9424794569489103
SAMN31484028,SAMN09847842,0.6331658291457286
SAMN31484028,SAMN09847843,0.6787744788376501
SAMN31484028,SAMN09847844,0.4156209987195903
SAMN31484028,SAMN09847845,0.6642945544554455
SAMN31484028,SAMN09847846,0.6667701863354037
SAMN31484028,SAMN09847847,0.647857573928787
SAMN31484028,SAMN09847848,0.6715125270646458
SAMN31484028,SAMN09847849,0.6551618814905315
SAMN31484028,SAMN09847850,0.6462934947049924
SAMN31484028,SAMN09847851,0.6449188214070956
SAMN31484028,SAMN09847852,0.6963267891070297
SAMN31484028,SAMN09847853,0.6498030899727355
SAMN31484028,SAMN09847854,0.41452772073921973
SAMN31484028,SAMN09847855,0.9227812718378756
SAMN31484028,SAMN09847856,0.900990099009901
SAMN31484028,SAMN09847857,0.4166881942650478
SAMN31484028,SAMN09847858,0.6632653061224489
SAMN31484028,SAMN09847859,0.9065613191343181
SAMN31484028,SAMN09847860,0.9459749552772808
SAMN31484028,SAMN09847861,0.8973836221542644
SAMN31484028,SAMN09847862,0.9141868512110727
SAMN31484028,SAMN09847863,0.9154539154539154
SAMN31484028,SAMN09847864,0.4012329822758798
SAMN31484028,SAMN09847865,0.912232204561161
SAMN31484028,SAMN09847866,0.9437880415324025
SAMN31484028,SAMN09847867,0.9339957416607523
SAMN31484033,SAMN02649746,0.6822835867204468
SAMN31484033,SAMN02649748,0.6213395187010727
SAMN31484033,SAMN02649749,0.6310365135453475
SAMN31484033,SAMN02649750,0.883260650788326
SAMN31484033,SAMN02649751,0.6432643264326433
SAMN31484033,SAMN02649752,0.9200139713587147
SAMN31484033,SAMN02649753,0.9171020550330895
SAMN31484033,SAMN02649754,0.6382282996432818
SAMN31484033,SAMN02649755,0.6910518053375196
SAMN31484033,SAMN02649756,0.6387481371087929
SAMN31484033,SAMN02649757,0.903746992093503
SAMN31484033,SAMN02649758,0.9075484764542936
SAMN31484033,SAMN02649759,0.6405267883867105
SAMN31484033,SAMN02649760,0.6698113207547169
SAMN31484033,SAMN02649761,0.9025641025641026
SAMN31484033,SAMN02649762,0.9035567715458276
SAMN31484033,SAMN02649763,0.7372417982989065
SAMN31484033,SAMN02649764,0.6380441264162194
SAMN31484033,SAMN02649765,0.6362826603325415
SAMN31484033,SAMN02649766,0.6469701537533916
SAMN31484033,SAMN02649767,0.6375260184359203
SAMN31484033,SAMN02649769,0.912232204561161
SAMN31484033,SAMN02649770,0.6371733966745843
SAMN31484033,SAMN02649771,0.6467571644042233
SAMN31484033,SAMN02649772,0.6360675155463429
SAMN31484033,SAMN02649773,0.6542569423252975
SAMN31484033,SAMN02649774,0.6271929824561403
SAMN31484033,SAMN02649775,0.6295101202698739
SAMN31484033,SAMN02649776,0.6467571644042233
SAMN31484033,SAMN02649777,0.6492130750605327
SAMN31484033,SAMN02649778,0.9031925849639547
SAMN31484033,SAMN02649779,0.9170731707317074
SAMN31484033,SAMN02649780,0.6455886781090033
SAMN31484033,SAMN02649781,0.6362826603325415
SAMN31484033,SAMN02649782,0.6321533923303835
SAMN31484033,SAMN02649783,0.6359050445103858
SAMN31484033,SAMN02649784,0.6307420494699647
SAMN31484033,SAMN02649785,0.6369047619047619
SAMN31484033,SAMN02649786,0.6368764845605701
SAMN31484033,SAMN02649787,0.6356635071090048
SAMN31484033,SAMN02649788,0.6324180690876883
SAMN31484033,SAMN02649789,0.6247808299240211
SAMN31484033,SAMN02649790,0.89857045609258
SAMN31484033,SAMN02649791,0.435633626097867
SAMN31484033,SAMN02649792,0.6891208096141682
SAMN31484033,SAMN02649793,0.6535168195718655
SAMN31484033,SAMN02649794,0.6248541423570595
SAMN31484033,SAMN02649795,0.6336283185840708
SAMN31484033,SAMN02649796,0.6347356452529846
SAMN31484033,SAMN02649797,0.8912896691424713
SAMN31484033,SAMN02649798,0.6286300968025814
SAMN31484033,SAMN02649799,0.6339444115907746
SAMN31484033,SAMN02649800,0.6398090122351537
SAMN31484033,SAMN02649801,0.6495001514692518
SAMN31484033,SAMN02649802,0.6352071005917159
SAMN31484033,SAMN02649803,0.9008207934336525
SAMN31484033,SAMN02649804,0.626608187134503
SAMN31484033,SAMN02649805,0.6304093567251462
SAMN31484033,SAMN02649806,0.6421084156933213
SAMN31484033,SAMN02649807,0.9137990962808481
SAMN31484033,SAMN02649808,0.6402748730206155
SAMN31484033,SAMN02649809,0.658678955453149
SAMN31484033,SAMN02649810,0.3903169453456451
SAMN31484033,SAMN02649811,0.6359050445103858
SAMN31484033,SAMN02649812,0.6339022954679223
SAMN31484033,SAMN02649813,0.6251094890510949
SAMN31484033,SAMN02649814,0.710236220472441
SAMN31484033,SAMN02649815,0.6391537544696066
SAMN31484033,SAMN03859721,0.8721476510067114
SAMN31484033,SAMN03859722,0.3918748422911935
SAMN31484033,SAMN03859723,0.9446854663774403
SAMN31484033,SAMN03859724,0.39847133757961783
SAMN31484033,SAMN03859727,0.8999314599040439
SAMN31484033,SAMN03859728,0.6516923076923077
SAMN31484033,SAMN03859729,0.6560196560196561
SAMN31484033,SAMN03859732,0.718156337589536
SAMN31484033,SAMN03859735,0.4101298701298701
SAMN31484033,SAMN03859736,0.6903506050263729
SAMN31484033,SAMN03859737,0.8685430463576159
SAMN31484033,SAMN03859738,0.6372286648825454
SAMN31484033,SAMN03859740,0.92031305585201
SAMN31484033,SAMN03859741,0.6532081377151799
SAMN31484033,SAMN03859743,0.41770833333333335
SAMN31484033,SAMN03859744,0.6744621141253508
SAMN31484033,SAMN03859745,0.9770285290848463
SAMN31484033,SAMN03859747,0.8579234972677595
SAMN31484033,SAMN03859748,0.4088644112247574
SAMN31484033,SAMN03859752,0.4379263301500682
SAMN31484033,SAMN03859753,0.9272072072072072
SAMN31484033,SAMN03859755,0.9265557163531114
SAMN31484033,SAMN03859756,0.4603260869565217
SAMN31484033,SAMN03859757,0.6605533105377681
SAMN31484033,SAMN03859758,0.9492201668480232
SAMN31484033,SAMN03859759,0.5327914798206278
SAMN31484033,SAMN03859760,0.5290450552564466
SAMN31484033,SAMN03859761,0.41594996090695857
SAMN31484033,SAMN03859762,0.6970271979759646
SAMN31484033,SAMN03859763,0.5339971550497866
SAMN31484033,SAMN03859765,0.40444444444444444
SAMN31484033,SAMN03859766,0.4283097854526426
SAMN31484033,SAMN03859767,0.8884268884268884
SAMN31484033,SAMN03859769,0.69377990430622
SAMN31484033,SAMN03859770,0.42109375
SAMN31484033,SAMN03859774,0.6829573934837093
SAMN31484033,SAMN03859775,0.4756595050312755
SAMN31484033,SAMN03859776,0.6567441860465116
SAMN31484033,SAMN03859777,0.6528899937849596
SAMN31484033,SAMN03859778,0.4133437581443836
SAMN31484033,SAMN03859783,0.9455659697188176
SAMN31484033,SAMN03859784,0.46374501992031875
SAMN31484033,SAMN03859785,0.8969398522687302
SAMN31484033,SAMN03859786,0.9207573632538569
SAMN31484033,SAMN03859787,0.5035812672176309
SAMN31484033,SAMN03859789,0.4595767769940315
SAMN31484033,SAMN03859790,0.4225130890052356
SAMN31484033,SAMN03859792,0.4219040042429064
SAMN31484033,SAMN03859793,0.9215965787598004
SAMN31484033,SAMN03859794,0.42769803296119085
SAMN31484033,SAMN03859795,0.42311770943796395
SAMN31484033,SAMN03859796,0.9158485273492286
SAMN31484033,SAMN03859797,0.4898470097357441
SAMN31484033,SAMN03859798,0.4179220779220779
SAMN31484033,SAMN03859799,0.48781163434903047
SAMN31484033,SAMN03859800,0.8549695740365112
SAMN31484033,SAMN03859801,0.4260433174854728
SAMN31484033,SAMN03859802,0.6801116971765436
SAMN31484033,SAMN03859803,0.42008412197686645
SAMN31484033,SAMN03859805,0.6778771983955569
SAMN31484033,SAMN03859806,0.48243167875069715
SAMN31484033,SAMN03859807,0.6769420468557337
SAMN31484033,SAMN03859808,0.6320783593510866
SAMN31484033,SAMN03859809,0.45573854863612967
SAMN31484033,SAMN03859813,0.5334467120181405
SAMN31484033,SAMN03859814,0.4062170706006322
SAMN31484033,SAMN03859815,0.4758789860997547
SAMN31484033,SAMN03859816,0.47727883839741864
SAMN31484033,SAMN03859817,0.6504559270516718
SAMN31484033,SAMN03859818,0.4703965236284628
SAMN31484033,SAMN03859819,0.46909962706446456
SAMN31484033,SAMN03859820,0.48005540166204985
SAMN31484033,SAMN03859821,0.4769059543683918
SAMN31484033,SAMN03859824,0.6716604244694132
SAMN31484033,SAMN03859826,0.4226666666666667
SAMN31484033,SAMN03859829,0.6423697270471465
SAMN31484033,SAMN03859830,0.6382651491848662
SAMN31484033,SAMN03859831,0.4098798397863818
SAMN31484033,SAMN03859833,0.46989921002451646
SAMN31484033,SAMN03859838,0.4071065989847716
SAMN31484033,SAMN03859839,0.6793988728866625
SAMN31484033,SAMN03859840,0.6602959309494452
SAMN31484033,SAMN04244164,0.443447525829255
SAMN31484033,SAMN04244165,0.8976840649844452
SAMN31484033,SAMN04244166,0.6693548387096774
SAMN31484033,SAMN09847804,0.6537286063569682
SAMN31484033,SAMN09847805,0.6566890653634697
SAMN31484033,SAMN09847806,0.6921855146124524
SAMN31484033,SAMN09847807,0.7159199237368923
SAMN31484033,SAMN09847808,0.6694809255784866
SAMN31484033,SAMN09847809,0.6661495501085944
SAMN31484033,SAMN09847810,0.6926952141057935
SAMN31484033,SAMN09847811,0.41536090418700233
SAMN31484033,SAMN09847812,0.43947509373326193
SAMN31484033,SAMN09847813,0.956
SAMN31484033,SAMN09847814,0.4202597402597403
SAMN31484033,SAMN09847815,0.6819484240687679
SAMN31484033,SAMN09847816,0.9277660324171952
SAMN31484033,SAMN09847817,0.6923320659062104
SAMN31484033,SAMN09847818,0.9436468054558507
SAMN31484033,SAMN09847819,0.6491228070175439
SAMN31484033,SAMN09847820,0.6488203266787659
SAMN31484033,SAMN09847821,0.8884770889487871
SAMN31484033,SAMN09847822,0.6486241306319928
SAMN31484033,SAMN09847823,0.6479298881837413
SAMN31484033,SAMN09847824,0.67739898989899
SAMN31484033,SAMN09847825,0.6602959309494452
SAMN31484033,SAMN09847826,0.6544454628780935
SAMN31484033,SAMN09847827,0.6543398533007335
SAMN31484033,SAMN09847828,0.6541399327833791
SAMN31484033,SAMN09847829,0.6543398533007335
SAMN31484033,SAMN09847830,0.6542455711667685
SAMN31484033,SAMN09847831,0.9113487409451535
SAMN31484033,SAMN09847832,0.6741043368950346
SAMN31484033,SAMN09847833,0.6648062015503876
SAMN31484033,SAMN09847834,0.6471476003622095
SAMN31484033,SAMN09847835,0.6615051099411583
SAMN31484033,SAMN09847836,0.6651177199504337
SAMN31484033,SAMN09847837,0.68
SAMN31484033,SAMN09847838,0.6552671755725191
SAMN31484033,SAMN09847839,0.6552671755725191
SAMN31484033,SAMN09847840,0.6556675832569508
SAMN31484033,SAMN09847841,0.9421221864951769
SAMN31484033,SAMN09847842,0.632870233520544
SAMN31484033,SAMN09847843,0.6784586228679722
SAMN31484033,SAMN09847844,0.41572745901639346
SAMN31484033,SAMN09847845,0.6645001547508511
SAMN31484033,SAMN09847846,0.6664596273291925
SAMN31484033,SAMN09847847,0.6475558237779119
SAMN31484033,SAMN09847848,0.6717202970297029
SAMN31484033,SAMN09847849,0.6548564447159438
SAMN31484033,SAMN09847850,0.6459909228441755
SAMN31484033,SAMN09847851,0.6446181599518942
SAMN31484033,SAMN09847852,0.6960101329955668
SAMN31484033,SAMN09847853,0.6495001514692518
SAMN31484033,SAMN09847854,0.4146341463414634
SAMN31484033,SAMN09847855,0.9224318658280922
SAMN31484033,SAMN09847856,0.900648685558211
SAMN31484033,SAMN09847857,0.4167958656330749
SAMN31484033,SAMN09847858,0.6634704608722549
SAMN31484033,SAMN09847859,0.9062177945723119
SAMN31484033,SAMN09847860,0.9456171735241503
SAMN31484033,SAMN09847861,0.8970438328236493
SAMN31484033,SAMN09847862,0.913840830449827
SAMN31484033,SAMN09847863,0.9151074151074151
SAMN31484033,SAMN09847864,0.40097611096840485
SAMN31484033,SAMN09847865,0.9118866620594334
SAMN31484033,SAMN09847866,0.9434300035803795
SAMN31484033,SAMN09847867,0.9336408800567778
SAMN31484034,SAMN02649746,0.4831829368334701
SAMN31484034,SAMN02649748,0.46019316105455493
SAMN31484034,SAMN02649749,0.4682034976152623
SAMN31484034,SAMN02649750,0.46364347146207974
SAMN31484034,SAMN02649751,0.4744348762109796
SAMN31484034,SAMN02649752,0.47624161073825505
SAMN31484034,SAMN02649753,0.4753483386923901
SAMN31484034,SAMN02649754,0.4705254734595892
SAMN31484034,SAMN02649755,0.4904564315352697
SAMN31484034,SAMN02649756,0.4721627408993576
SAMN31484034,SAMN02649757,0.4710568242166755
SAMN31484034,SAMN02649758,0.4719551282051282
SAMN31484034,SAMN02649759,0.47313272434175174
SAMN31484034,SAMN02649760,0.4751410911045418
SAMN31484034,SAMN02649761,0.468477974149301
SAMN31484034,SAMN02649762,0.46758039008961516
SAMN31484034,SAMN02649763,0.44688922610015175
SAMN31484034,SAMN02649764,0.47266881028938906
SAMN31484034,SAMN02649765,0.47131038163864425
SAMN31484034,SAMN02649766,0.47742633144093
SAMN31484034,SAMN02649767,0.47181405289874434
SAMN31484034,SAMN02649769,0.471166622375764
SAMN31484034,SAMN02649770,0.4701492537313433
SAMN31484034,SAMN02649771,0.4771436299702461
SAMN31484034,SAMN02649772,0.47072911122937733
SAMN31484034,SAMN02649773,0.4800764192139738
SAMN31484034,SAMN02649774,0.4638443334209834
SAMN31484034,SAMN02649775,0.4662269129287599
SAMN31484034,SAMN02649776,0.47594594594594597
SAMN31484034,SAMN02649777,0.47883884970157353
SAMN31484034,SAMN02649778,0.46991783726477604
SAMN31484034,SAMN02649779,0.47520771911015813
SAMN31484034,SAMN02649780,0.4767693138843868
SAMN31484034,SAMN02649781,0.4705254734595892
SAMN31484034,SAMN02649782,0.4677804295942721
SAMN31484034,SAMN02649783,0.4702745934417489
SAMN31484034,SAMN02649784,0.4671610169491525
SAMN31484034,SAMN02649785,0.4711229946524064
SAMN31484034,SAMN02649786,0.4710589490530808
SAMN31484034,SAMN02649787,0.4699308142629058
SAMN31484034,SAMN02649788,0.46944739638682254
SAMN31484034,SAMN02649789,0.4632991318074191
SAMN31484034,SAMN02649790,0.4672626873520905
SAMN31484034,SAMN02649791,0.4674358974358974
SAMN31484034,SAMN02649792,0.49245810055865924
SAMN31484034,SAMN02649793,0.4802955665024631
SAMN31484034,SAMN02649794,0.4632352941176471
SAMN31484034,SAMN02649795,0.4683275907765704
SAMN31484034,SAMN02649796,0.4498487903225806
SAMN31484034,SAMN02649797,0.4647151071615264
SAMN31484034,SAMN02649798,0.4662090813093981
SAMN31484034,SAMN02649799,0.4698218558893911
SAMN31484034,SAMN02649800,0.4741217484580316
SAMN31484034,SAMN02649801,0.48056537102473496
SAMN31484034,SAMN02649802,0.4685258964143426
SAMN31484034,SAMN02649803,0.46624472573839665
SAMN31484034,SAMN02649804,0.46524486571879936
SAMN31484034,SAMN02649805,0.4648109243697479
SAMN31484034,SAMN02649806,0.47406611126041387
SAMN31484034,SAMN02649807,0.4727272727272727
SAMN31484034,SAMN02649808,0.472780906409225
SAMN31484034,SAMN02649809,0.4846069268829027
SAMN31484034,SAMN02649810,0.41770541846858306
SAMN31484034,SAMN02649811,0.4698827292110874
SAMN31484034,SAMN02649812,0.46582211665347056
SAMN31484034,SAMN02649813,0.46449237243556024
SAMN31484034,SAMN02649814,0.49353863073962057
SAMN31484034,SAMN02649815,0.4725715814824726
SAMN31484034,SAMN03859721,0.45908496732026144
SAMN31484034,SAMN03859722,0.4181444358776664
SAMN31484034,SAMN03859723,0.48277762468999724
SAMN31484034,SAMN03859724,0.4453803632534878
SAMN31484034,SAMN03859727,0.46952835188129305
SAMN31484034,SAMN03859728,0.4797464866354368
SAMN31484034,SAMN03859729,0.482275350370981
SAMN31484034,SAMN03859732,0.44779643231899263
SAMN31484034,SAMN03859735,0.45642263341378386
SAMN31484034,SAMN03859736,0.4821865651346206
SAMN31484034,SAMN03859737,0.45978794931471423
SAMN31484034,SAMN03859738,0.47115384615384615
SAMN31484034,SAMN03859740,0.47985749520416554
SAMN31484034,SAMN03859741,0.47804195804195804
SAMN31484034,SAMN03859743,0.46594885598923286
SAMN31484034,SAMN03859744,0.48233995584988965
SAMN31484034,SAMN03859745,0.493564633463906
SAMN31484034,SAMN03859747,0.45663811563169165
SAMN31484034,SAMN03859748,0.44268456375838927
SAMN31484034,SAMN03859752,0.515813686026452
SAMN31484034,SAMN03859753,0.48322705849736625
SAMN31484034,SAMN03859755,0.48136818687430477
SAMN31484034,SAMN03859756,0.6236786469344608
SAMN31484034,SAMN03859757,0.4860956618464961
SAMN31484034,SAMN03859758,0.4842628382109332
SAMN31484034,SAMN03859759,0.4616617686347849
SAMN31484034,SAMN03859760,0.4565569347004857
SAMN31484034,SAMN03859761,0.4637759224346889
SAMN31484034,SAMN03859762,0.4923547400611621
SAMN31484034,SAMN03859763,0.46020573903627504
SAMN31484034,SAMN03859765,0.43843683083511775
SAMN31484034,SAMN03859766,0.5056520540391508
SAMN31484034,SAMN03859767,0.4671689989235737
SAMN31484034,SAMN03859769,0.4976036086833944
SAMN31484034,SAMN03859770,0.47301672962763086
SAMN31484034,SAMN03859774,0.4828918322295806
SAMN31484034,SAMN03859775,0.6369119420989143
SAMN31484034,SAMN03859776,0.4822518025513034
SAMN31484034,SAMN03859777,0.48175995544416594
SAMN31484034,SAMN03859778,0.4642375168690958
SAMN31484034,SAMN03859783,0.4860996421690063
SAMN31484034,SAMN03859784,0.6233804475853946
SAMN31484034,SAMN03859785,0.4736410816716744
SAMN31484034,SAMN03859786,0.4794816414686825
SAMN31484034,SAMN03859787,0.46184738955823296
SAMN31484034,SAMN03859789,0.6201083684527393
SAMN31484034,SAMN03859790,0.4751696065128901
SAMN31484034,SAMN03859792,0.47484190266703324
SAMN31484034,SAMN03859793,0.4778082191780822
SAMN31484034,SAMN03859794,0.4813895781637717
SAMN31484034,SAMN03859795,0.4760857614073667
SAMN31484034,SAMN03859796,0.47570194384449244
SAMN31484034,SAMN03859797,0.6542142636616239
SAMN31484034,SAMN03859798,0.46919558783965565
SAMN31484034,SAMN03859799,0.655268022181146
SAMN31484034,SAMN03859800,0.4590643274853801
SAMN31484034,SAMN03859801,0.479320734045467
SAMN31484034,SAMN03859802,0.48696129563546525
